Institution,Generel trivsel,Faglig trivsel,Ro og orden,Social trivsel,Støtte og inspiration,Karaktergennemsnit,Antal karakterer
Roslev Skole (Skive),3.57929016071428,3.54316648214286,3.64632936309524,3.96823743452381,3.02185373809524,6.56693397991966,747
Rosmus Skole (Syddjurs),3.60748207462687,3.58918039,3.612083335,3.96517019402985,3.13385455721393,7.11784099339207,454
Rude Skov Skole (Rudersdal),3.5782244778761,3.58732135988202,3.68829891740413,3.93345660650888,3.0061806519174,8.28631159832637,239
Ruds Vedby Skole (Sorø),3.41302618888889,3.42271156666667,3.43164793258427,3.71766097752809,2.93895133707865,5.71333292,225
Rundhøjskolen (Aarhus),3.6028000798722,3.61198328115016,3.71417197452229,3.94578910191084,3.03914500638977,7.76542969666966,1111
Rungsted Skole (Hørsholm),3.66037456060606,3.76422997348485,3.71117424242424,4.01985329545455,2.99731238636364,8.37916190656933,685
Rynkevangskolen (Kalundborg),3.48749145878136,3.44914319133574,3.68075539568345,3.76667237769784,3.01539451624549,6.2314338068783,756
Rådmandsgades Skole (København),3.49859228648648,3.58602992473119,3.46784420652174,3.85467702139037,2.89891304347826,5.99619864658635,498
Rækker Mølle Skolen (Ringkøbing-Skjern),3.9051724,3.78124983333333,3.94166666666667,4.145,3.68333328333333,,
Rævebakkeskolen (Nyborg),3.61832037735849,3.37498488679245,3.78301886792453,3.99077567924528,3.25489667924528,,
Rødby Skole (Lolland),3.50519958333333,3.44188705000001,3.57129629444444,3.85667107777777,3.04615588268157,5.91563243554951,737
Rødding Skole (Vejen),3.613525875,3.59528631089744,3.72106109324759,3.94312980000001,3.11713979487179,6.99855169031532,888
Rødkilde Skole (København),3.49404724340176,3.57876044444445,3.50464320821114,3.86708316618077,2.86189779765396,6.92732517790697,860
Rødkærsbro skole (Viborg),3.40425390449438,3.37994685955057,3.41666666853933,3.8095862247191,2.8459871235955,6.42456488066826,419
Rødovre Parkvej Skole (Rødovre),3.37902738888889,3.27006161111111,4.03240738888889,3.54243827777778,2.91269844444444,,
Rødovre Skole (Rødovre),3.57566250306749,3.55369062269939,3.66589743692308,3.91609347839507,3.06893772,7.04457286103895,770
Rønbækskolen (Favrskov),3.72637344850498,3.6913800960265,3.8383002218543,4.07090955298014,3.18636863245033,7.98486641313559,944
Rønde Skole (Syddjurs),3.4149616614786,3.40334986821705,3.45103761478599,3.78872213229572,2.86582959765625,7.06798069305857,922
Rønnebæk Skole (Næstved),3.49368372222222,3.57954868518519,3.47530864814815,3.7021752037037,3.10458555555556,,
Rørby Skole (Kalundborg),4.20358314285714,4.25212571428572,4.26785714285714,4.34285714285714,3.91496607142857,,
Rørkjær Skole Urban (Esbjerg),3.59214552727273,3.57339372262774,3.61787878909091,3.94196392363637,3.09122349270073,6.69264026686216,1023
SUNDskolen (Guldborgsund),3.54647122613065,3.54996981818183,3.621633,3.88709022110553,3.0117844949495,6.83187990846047,721
Sabro-Korsvejskolen (Aarhus),3.39702963583815,3.43028250867052,3.43414751149425,3.71653552873564,2.87028954466859,7.08908563229813,805
Saksild Skole (Odder),3.61815663636364,3.49871025,3.57954545454545,4.08933079545455,3.09740261363636,,
Sakskøbing Skole (Guldborgsund),3.444586,3.36859457575758,3.65820643147208,3.75830940201005,2.928088,6.52671863619402,1072
Salbrovadskolen (Assens),3.55912204081633,3.49749994,3.53911565306123,3.78866212244898,3.30952378,,
Saltum Skole (Jammerbugt),3.55374039603961,3.55574406930693,3.6625,3.88751375247525,2.98907144,6.69416453755868,426
Samsø Skole (Samsø),3.30138157142857,3.32075104285714,3.48928571428571,3.56418650714286,2.79074826428571,6.64112862365592,372
Samsøgades Skole (Aarhus),3.64888168981481,3.64699063888889,3.70387597209302,4.0172067962963,3.08714725462963,7.00310516811594,690
Sanderumskolen (Odense),3.62339654612546,3.66183287822879,3.74846813970588,3.92932554243542,3.06528361029411,7.56906525596529,922
Sankt Annæ Gymnasiums Grundskole (København),3.71466529186603,3.77226771531101,3.69377990430622,4.0823384186603,3.13185804066987,8.47908755520998,1286
Sankt Helene Vejby (Gribskov),3.45807146451613,3.44879912987013,3.38110403184713,3.82950937662338,2.96926128205128,,
Sct Hans Skole (Odense),3.56315826256983,3.58527967318437,3.66899441340782,3.91312294413409,2.97351524438202,7.10789244499999,1000
Sct. Jacobi skole- og dagtilbud (Varde),3.57547692857143,3.42784333093525,3.76570048550725,3.86619997887324,3.19916066187051,,
Sct. Jørgens Skole (Næstved),3.46665800598803,3.34471288622755,3.63847305688623,3.80736158433736,3.01864007507507,6.72659475070821,706
Sct. Jørgens Skole (Roskilde),3.54111249305556,3.5517148615917,3.64331026643599,3.86647782413793,2.99546209059233,7.33741774383077,851
Sct. Nicolai Skole (Køge),3.66964347027027,3.7219968972973,3.64684684864865,4.09322179459459,3.01555981081081,7.5793646551724,783
Sdr Omme Skole (Billund),3.39925587581699,3.29764230718954,3.57401315789474,3.75294224342105,2.91693118300654,6.93813731547619,504
Sdr Vang Skole (Kolding),3.64705079850746,3.64029991791045,3.79757462313433,3.9874274477612,3.08529517602996,7.1580825379113,699
Sdr.  Felding Skole og Børneunivers (Herning),3.59713835294118,3.55784304411765,3.67769607352941,3.94601715441176,3.09369751470588,6.59657305966587,419
Sdr. Bjert Skole (Kolding),3.73491531944445,3.68546063425926,3.84259259259259,4.12002584186047,3.18220898611111,8.00325101156069,692
Sebber Skole (Aalborg),3.81840969230769,3.62454192307692,4.11538461538462,3.85876069230769,3.80219784615385,,
Seden Skole (Odense),3.71539311912226,3.69962172100315,3.87199581818182,3.97732763125001,3.27099564263323,6.35682875784189,797
Sejerø Skole (Kalundborg),3.38447344444444,3.38470011111111,3.72222222222222,3.50709866666667,2.94940475,,
Sejs Skole (Silkeborg),3.7692982005571,3.80225590529249,3.87395543454039,4.09828226183845,3.20281202506964,8.10346896190476,1050
Seminarieskolen (Aalborg),3.716550976,3.73051381451613,3.84005376612903,3.989273016,3.23985672357723,6.11195011538461,520
Sengeløse Skole (Høje-Taastrup),3.48857467839196,3.52102560913706,3.54983249748744,3.7224375879397,3.08546304020101,7.39435732352941,476
Sennels Skole (Thisted),3.484691025,3.502678375,3.391666675,3.728958325,3.1720239,,
Sevel Skole og Børnehus (Holstebro),3.34094902631579,3.36319957894737,3.35307015789474,3.68092105263158,2.82080197368421,,
Sindal undervisningssted (Hjørring),3.54604403846154,3.56328047802198,3.61172160989011,3.86581196153846,3.03108316483517,6.59694555194347,1415
"Sinding-Ørre Midtpunkt, Skolen (Herning)",3.56236685,3.5770833,3.62916665,3.75666665,3.22857155,,
Sjølund-Hejls Skole (Kolding),3.6960002826087,3.63599880434783,3.68478260869565,4.09565217391305,3.19668739130435,,
Sjølundskolen (Næstved),3.54050015789474,3.48068507537689,3.63554720300752,3.82379861000001,3.12670154545455,6.72721155483872,1550
Sjørring Skole (Thisted),3.588762875,3.58720527705628,3.71228448275862,3.93721877826087,3.05531055652174,7.15773116122004,918
Skads Skole Signatur (Esbjerg),3.62075042372881,3.59748444915254,3.64075630252101,4.02978525210084,3.07054077966101,6.66770789791667,480
Skagen Skole (Frederikshavn),3.57229744444444,3.53064799604743,3.57043650793651,3.84678917460318,3.22471066533865,6.81155654606741,445
Skalmejeskolen (Herning),3.51052158928571,3.38431814285714,3.44642857142857,3.97876983928572,3.01573130357143,,
Skanderup-Hjarup Forbundsskole (Kolding),3.88522668181818,3.813988,3.86931818181818,4.19595959090909,3.53765230232558,,
Skansevejens Skole (Aalborg),3.65497336426117,3.64868666323024,3.8010844760274,3.99066574570447,3.09990215410959,7.02621816691285,677
Skarrild Skole (Herning),4.05915944827586,4.07471244827586,4.11206896551724,4.28850575862069,3.68472917241379,,
Skave Skole og Børnehus (Holstebro),3.59840956818182,3.56236461363636,3.63446970454546,3.99224386363636,3.07251075,7.13787061363637,308
Skelgårdsskolen (Tårnby),3.57734724838013,3.57430973060346,3.6650362326087,3.88934228077754,3.08099374347827,6.65612203047619,1050
Skibet Skole (Vejle),3.64443434567901,3.54421165432099,3.80709875925926,3.99205369135802,3.17608823312883,,
Skivehus Skole (Skive),3.64478905047319,3.62760102194358,3.84229957911392,3.9261131100629,3.15433242405063,7.16779254730538,835
Skjernåskolen (Ringkøbing-Skjern),3.9281927027027,3.80762540540541,4.12142857142857,4.13213210810811,3.66613763888889,,
Skjoldhøjskolen (Aarhus),3.43626329338843,3.46715729460581,3.559573,3.67885182231405,2.97887896666667,6.4995743877551,588
Skodborg Børnecenter (Vejen),3.66535285185185,3.54809657407408,3.72376542592593,4.06121398148148,3.19797175925926,6.17857102666667,75
Skole og dagbehandling Frederikshøj (København),3.15927163636364,3.22510831818182,3.42857142857143,3.40025254545455,2.61904763636364,,
Skole/behandlingstilbuddet Yderbyskolen (Odsherred),3.6613866,3.6769048,3.3833334,3.9538888,3.3314286,,
Skolecenter Jetsmark (Jammerbugt),3.51971001214575,3.5927434233871,3.46409213821138,3.82238096,3.0230642398374,6.8856150967742,434
"Skolefællesskabet Mønsted - Sparkær, afd. Mønsted (Viborg)",3.86398169620253,3.89968849367089,4.03481012658228,3.94247537974683,3.6264014556962,6.5341244764398,382
"Skolefællesskabet Mønsted - Sparkær, afd. Sparkær (Viborg)",3.4611021,3.44642852631579,3.62083335,3.5380754,3.3363095,,
Skolegades Skole (Brønderslev),3.72532571751412,3.6335865762712,3.8545197740113,4.08267419774011,3.24385251977401,6.96188836409396,596
Skolen Væverhuset A/S (Ringsted),3.49778678571429,3.19430271428572,3.67857142857143,3.91780042857143,3.15170071428571,,
Skolen i Bymidten (Helsingør),3.45782798333333,3.45764321388889,3.51862197486034,3.80769069722223,2.9343603977591,7.13973213170271,1063
Skolen i Charlottegården (København),3.53411293965517,3.46459692241379,3.81752873275862,3.83333332758621,3.01506562931034,,
Skolen i Midten (Hedensted),3.39137028571429,3.32337205681819,3.63857142857143,3.77650063793103,2.76522449714285,6.58638318360995,964
Skolen i Peter Vedels Gade (København),3.679637,3.59660802380952,3.90674602380952,3.91025133333333,3.30680273809524,,
Skolen i Skibby (Frederikssund),3.94328808333333,3.90945758333333,4.05555558333333,4.16111108333333,3.62619041666667,,
Skolen i Skjern - afdelingen på Enghavevej (Ringkøbing-Skjern),3.4943325704918,3.4975469339934,3.65573770819672,3.81830080655738,2.94825137377049,6.67890746837146,743
Skolen i Skjern - afdelingen på Klostervej (Ringkøbing-Skjern),3.42324249450549,3.40496021111111,3.31318681318681,3.84539682222222,2.90580850549451,6.22797340856031,514
Skolen i Sydhavnen (København),3.43760523112128,3.53190225345623,3.50133792431193,3.73702734782609,2.86762013194445,7.38643620224719,178
Skolen på Amagerbro (København),3.44747488484849,3.4445685398773,3.48148148765432,3.78488717469879,2.94133678313253,5.81493074506284,557
Skolen på Duevej (Frederiksberg),3.58601328232759,3.68570644805196,3.70518358531318,3.9473879978355,2.89796506290674,8.12728205639098,1064
Skolen på Grundtvigsvej (Frederiksberg),3.58864407384615,3.64919519195047,3.56641025538462,3.94643830674847,3.01941278220859,8.29863181560284,141
Skolen på Herredsåsen (Kalundborg),3.31908164503817,3.40624686923077,3.28643852851711,3.65405610305344,2.76050525572519,6.75615906505295,1322
Skolen på Islands Brygge (København),3.58671113456465,3.64641274504625,3.6896437994723,3.92804372691293,2.97752266269841,7.36567137370892,1065
Skolen på La Cours Vej (Frederiksberg),3.68389355643045,3.742284160105,3.77755905774278,3.98516747769029,3.13237095275591,7.59703265175097,1028
Skolen på Nyelandsvej (Frederiksberg),3.64194076744186,3.65796506759908,3.69677544522145,3.97570783255814,3.11439722950821,7.68423871739129,920
Skolen på Strandboulevarden (København),3.57217805054152,3.60777186909091,3.81407942238267,3.87730646209387,2.9543133115942,7.22460277777778,45
Skolen på Tagkærgaard (Kolding),2.848958,2.6561904,3.175,3.30101,2.25324672727273,,
Skolen ved Bulowsvej (Frederiksberg),3.66932980608365,3.7081166768061,3.72100760456274,4.0502774,3.05110203619049,7.9832110984556,1036
Skolen ved Gurrevej (Helsingør),3.30046620430107,3.38203925,3.23476702150538,3.53785202150538,2.89116011702128,6.18191997741273,487
Skolen ved Nordens Plads (Frederiksberg),3.61576065765766,3.57656495327103,3.85202492523364,3.91553641071428,3.12352818181818,,
Skolen ved Radiomarken (Gladsaxe),3.34886433333333,3.2142855,3.5694445,3.62777783333333,3.0,,
Skolen ved Rønnebær Allé (Helsingør),3.45001207392996,3.47398408494209,3.5419921875,3.80125635135136,2.84992555859375,7.05348959774738,1243
Skolen ved Sorte Hest (København),3.57481173333333,3.43740393548387,3.76612903225806,3.7841799,3.30330264516129,,
Skolen ved Sundet (København),3.739504952,3.74533101002005,3.819333334,4.088051586,3.18643331600001,7.70790551926444,1142
Skolen ved Søerne (Frederiksberg),3.45047647857143,3.59931148028674,3.51008303558719,3.7796065658363,2.79147955714285,7.85930546298788,743
Skolen ved Åsen (Næstved),3.2345413,3.0345237,3.4666667,3.5142857,2.8952381,,
Skottegårdsskolen (Tårnby),3.55133656637168,3.57499462831859,3.57558996902655,3.81333332888888,3.12561101769912,6.59979549,700
Skovboskolen (Køge),3.47050150877193,3.46758207894737,3.49671053070175,3.79905840789474,2.97576041409692,7.04468915837696,764
Skovbrynet skole (Gladsaxe),3.67864974698795,3.64604836144578,3.75100401807229,3.9601418969697,3.272987,6.84574908114558,419
Skovbyskolen (Skanderborg),3.58809921116505,3.55078871912834,3.68972491990291,3.93260694430993,3.07983122572816,7.06446309958505,723
Skovgården (Næstved),3.90940173913044,3.4743787826087,3.97826086956522,4.49130434782609,3.53312621739131,,
Skovgårdsskolen (Gentofte),3.59554985230024,3.74508710895885,3.6906779661017,3.89327030750606,2.94599332929783,8.5962678881119,1144
Skovlunde Skole (Ballerup),3.64947306395349,3.63133640988373,3.79233188243832,3.90992063755458,3.21506434011629,7.60263561785715,560
Skovlyskolen (Rudersdal),3.5343854743083,3.55617971541502,3.62583001195219,3.87050844223108,2.98931890836654,8.46715191411042,652
Skovsgård Tranum skole (Jammerbugt),3.48584244680851,3.4215495035461,3.66666666666667,3.83776269014084,2.94935829078014,6.83549231954888,532
Skovshoved Skole (Gentofte),3.69670017543859,3.72649146764707,3.79824561403509,4.06600027988339,3.07670017888563,8.1018896154639,970
Skovvangskolen (Aarhus),3.56890089323844,3.58252116785715,3.74468084751773,3.88608992526691,3.00245692198581,7.1004396217765,698
Skovvangskolen (Favrskov),3.51790354692557,3.49795543365696,3.56823085113269,3.89768840129451,2.96797655016181,7.19581116288252,1013
Skovvejens Skole (Ballerup),3.60075281210856,3.61577578661089,3.62796373849372,3.96425264375,3.04813533052633,7.54171167938931,524
Skrillingeskolen (Middelfart),3.83387765625,3.6335846,4.08064516129032,4.00681818181818,3.72465448387097,,
Skrøbelev Skole (Langeland),4.2052363,4.1017856,4.475,4.34,3.9690474,,
Skt Klemensskolen (Odense),3.39603557843137,3.37665306341464,3.64624182843137,3.73671024509804,2.78859957142857,7.40684079078694,521
Skåde Skole (Aarhus),3.71712114201183,3.79481286350149,3.82544378698225,4.03427843786983,3.10977108308605,8.1642377782705,902
Skårup Skole (Svendborg),3.5569446344086,3.54983989784947,3.57661290322581,3.96594981182796,2.96971323655914,6.9085962003205,624
Skægkærskolen (Silkeborg),3.65215239189189,3.5692094529148,3.88551050900901,3.997712,3.11093072727273,7.10911940974729,554
Skærbæk Distriktsskole (Tønder),3.65671320502092,3.6210199916318,3.70188284518828,3.9840290209205,3.20718284453782,6.05864801797386,612
Skæring Skole (Aarhus),3.69008631421446,3.71645872069827,3.8216957605985,4.0644436517413,3.04094525935162,7.80310189579686,1142
Skødstrup Skole (Aarhus),3.55334173676248,3.63669303474321,3.63416164457831,3.90444432223904,2.90260822878789,7.68888779269328,1177
Skørping Skole (Rebild),3.46277835294118,3.49747650790069,3.57426304081633,3.84045643891403,2.81131224200914,7.82017312248995,996
Slagelse Heldagsskole (Slagelse),3.60137585714286,3.3793225,3.75,3.94268703571429,3.26972789285714,,
Slagslunde Skole (Egedal),3.53229218918919,3.44433705405405,3.59868421052632,3.94290934210526,3.00772194594595,,
Slangerup Skole (Frederikssund),3.58214670544554,3.52344796287129,3.74547325432099,3.90565672772278,3.08347475990099,7.10815190350877,684
Sletten Skole (Nordfyns),3.54363321886793,3.49841258867926,3.66445707007576,3.85427373962264,3.07781076937619,6.72819238124363,981
"Slotsskolen, Kong Frederik den 7. stiftelse, Danners børn (Frederikssund)",3.2218714,3.1755953,3.8083333,3.2458333,2.9119047,,
Sluseholmen Skole (København),3.78062286206897,3.74076344827586,3.75,3.90344827586207,3.68197278571429,,
Smidstrup-Skærup Skole (Vejle),3.44014630057804,3.46220969942197,3.44845857225434,3.86976556647399,2.79854649418605,6.8805172275281,356
Småskolen Christianshede (Ikast-Brande),3.45123557142857,3.4469046,3.49404764285714,3.70430842857143,3.0714285,,
Småskolen Søgårdhus (Aabenraa),3.72777276923077,3.29212453846154,4.34615384615385,4.12393161538462,3.31684976923077,,
Snedsted Skole (Thisted),3.5775694,3.52265820136519,3.7533898338983,3.92503619594595,3.03141398299319,6.80858109253064,897
Snejbjerg Skole (Herning),3.55244682894737,3.55552810491804,3.67711770957096,3.85611987012988,3.03161463576159,6.73260531241473,733
Snekkersten Skole (Helsingør),3.87648471666667,3.8385911,4.0875,4.12055555,3.446627,,
Socialpædagogisk opholdssted Eggertshus (Svendborg),3.51808214285714,3.33078228571429,4.17857142857143,3.59920628571429,3.24489771428571,,
Sofiendalskolen (Aalborg),3.42395681845238,3.41050689850747,3.54092261904762,3.71701255820896,2.95384505373134,6.66216888571428,945
Solbakken Afdeling Emdrup (København),3.5953028,3.6374999,3.925,3.5866667,3.362381,,
Solbakken Afdeling Valby-Vesterbro (København),3.7030035,3.7113094,3.875,3.9463492,3.2523809,,
Solbjergskolen (Aarhus),3.50881727979275,3.56326726233767,3.60120585788114,3.86043157512954,2.89498518134715,7.38476396981627,762
Solskinsskolen (Slagelse),3.59300963537118,3.59716319213975,3.72907569213974,3.85388161135372,3.13451859825329,,
Solvangskolen (Furesø),3.5957715730337,3.62919010734464,3.70401493837535,3.90436507563026,3.0627364056338,7.90501868518518,972
Sophienborgskolen (Hillerød),3.52625805384616,3.64476486538462,3.66570512692308,3.80180810505836,2.91800999610895,8.3409729032967,455
Sophieskolen (Guldborgsund),3.63890706976744,3.62069002608697,3.70106589244186,3.89241128448276,3.25270029154519,6.51978992539266,764
Sorgenfriskolen (Lyngby-Taarbæk),3.69023862264151,3.63445633962264,3.65094337735849,4.02013123076923,3.24678131481482,,
Sorring Skole (Silkeborg),3.62156469117647,3.49215675,3.90441176470588,3.98218954411765,3.08788511764706,,
Sortebakkeskolen (Rebild),3.630865307393,3.54860867315175,3.769131,3.95804036328126,3.18281976470588,6.92085406455862,759
Sortedamskolen (København),3.64224656441718,3.70471784307693,3.72929447852761,3.94558395107034,3.08554679510703,7.62586037435896,975
Sorø Borgerskole (Sorø),3.51047487443946,3.55738652466367,3.59162895927602,3.80299586936937,2.9956169,7.20933016753926,764
Spangsbjergskolen Cosmos (Esbjerg),3.66821163272727,3.65953813818182,3.83484848363636,3.94983897463768,3.18088257875458,6.92052270774647,568
Specialcenter Sigrid Undset (Kalundborg),4.12184911363636,3.773671,4.38372093023256,4.43106061363636,3.93095236363637,,
Specialkompetence Holstebro (Holstebro),3.76071978571429,3.694274875,3.87710437373737,4.04200847524752,3.37543729591837,,
Specialskolen Lolland - Horslunde (Lolland),3.5841374375,3.4310266875,3.7135416875,3.84689541176471,3.29047613333333,,
Specialskolen Lolland - Nakskov (Lolland),3.39169461538462,3.387755,3.53571428571429,3.61984128571429,3.26923084615385,,
Specialskolen Lolland - Østofte (Lolland),3.51029142857143,3.35997723809524,3.61507933333333,3.63386242857143,3.48023805,,
Specialskolen Tårnbygård (Tårnby),3.54792537037037,3.51227940740741,3.64545454545455,3.83024690740741,3.10749559259259,,
"Specialskolen, Centerafdelingen (Lolland)",4.10742006451613,3.87349468965517,4.06182796774194,4.4039930625,3.96059912903226,,
Spjald Skole (Ringkøbing-Skjern),3.64460036363636,3.55951312299466,3.73484848663102,3.93778965240642,3.26433690860216,6.94240201591512,377
Spurvelundskolen (Odense),3.65398375362319,3.67179647826087,3.76086956521739,3.92463768115942,3.17777772463768,,
St. Magleby Skole (Dragør),3.55045993586006,3.64181928279884,3.6605750497076,3.86469410787173,2.93354219590643,7.7911268830313,607
St. Merløse Skole (Holbæk),3.69088952777778,3.67318108333333,3.875,3.92345680555556,3.2833995,6.02698977862595,131
Staby Skole og Børnehus (Holstebro),3.80452046341463,3.69652526829268,3.85975609756098,4.15474256097561,3.36887329268293,,
Starup Skole (Varde),4.0329048125,3.8789060625,4.1328125,4.28472221875,3.79613096875,,
Starup-Øsby Skole og Børnehus (Haderslev),3.7167138525641,3.67068058974359,3.77564102564103,4.05119303225807,3.25592184615385,6.82884049056604,53
Stauning Skole (Ringkøbing-Skjern),3.59082102777778,3.68849191666667,3.81712963888889,3.9,2.90238088888889,,
Stavnsholtskolen (Furesø),3.53716005179283,3.56810898412699,3.66798942063492,3.81698760557769,3.02618089156627,7.03396782555554,900
Stedet skole og dagbehandling (Lejre),3.909429,3.793154625,4.25,3.917361125,3.7964285,,
Stenderup Skole (Hedensted),3.61423228888889,3.48730148888889,3.55,4.03862435555556,3.17396822222222,,
Stengård Skole (Gladsaxe),3.54219252447553,3.58594311188812,3.66229603846154,3.89436397202798,2.91818178321678,8.12205890930786,838
Stengårdsskolen (Egedal),3.40193135507246,3.38506537226277,3.45036763970588,3.72207449635037,2.95905795652174,6.57730626760564,497
Stenlille Skole (Sorø),3.22707171428572,3.18380815300547,3.3507325989011,3.59002733333333,2.67771163333333,6.70780089207419,593
Stensballeskolen (Horsens),3.61355753697749,3.63410518649518,3.74759615384615,3.94620527331191,3.04896746601942,7.78136824539876,978
Stensnæsskolen (Frederikshavn),3.83624108333333,3.82109766666667,3.84027777777778,4.11820988888889,3.44444441666667,6.73681644295303,149
Stevns Dagskole (Stevns),3.4860016,3.3041667,3.525,3.79,3.2309524,,
Stige Skole (Odense),3.41671072413793,3.36046356140351,3.55890805172414,3.68765736206897,2.9744360877193,6.38775468571429,105
Stilling Skole (Skanderborg),3.55559650328948,3.54028156578948,3.67349726885246,3.88598621311476,3.04442872277228,7.52530859364732,913
Stillinge Skole (Slagelse),3.58642385853659,3.52714585436894,3.76618122815534,3.9155501127451,3.0879442195122,7.02400426434427,488
Stjernevejskolen (Hedensted),3.6529460459364,3.62802303886926,3.84040047349823,3.98615754609929,3.09862025795053,7.4478808095238,1008
Stjærskolen (Skanderborg),3.44897919327731,3.42724415966387,3.53460452542373,3.82747511864407,2.87808721186441,7.6423622715655,313
Stoholm Skole (Viborg),3.42405747933884,3.42373727685951,3.60373443983403,3.76729071369295,2.85278431404959,6.69691534875445,562
Stokkebækskolen (Svendborg),3.5437484453125,3.50827432421875,3.61165364453125,3.92764807003892,3.00047619607843,7.10443564842105,475
Stolpedalsskolen (Aalborg),3.82874844362745,3.89110200982802,3.84926470588235,4.05892371323529,3.4238153882064,8.21054344087136,964
Store Heddinge Skole (Stevns),3.40287441637011,3.41682103571429,3.45136417437722,3.79586734642857,2.80467687142857,6.51038559670782,729
Storebæltskolen (Slagelse),3.9586161025641,3.83623312820513,4.16666666666667,4.13390312820513,3.73992674358974,,
Storskoven (Assens),3.148532,3.07638883333333,3.58333333333333,3.25,2.86349216666667,,
Stouby Skole (Hedensted),3.56586031481482,3.47020122222222,3.49074074074074,3.95612140740741,3.18867924528302,6.85869519565218,46
Strandby Skole (Frederikshavn),3.65751797033899,3.64053852340426,3.62127659574468,4.07781508547009,3.10089788983051,7.02888899674265,614
Strandgårdskolen (Ishøj),3.65102824675325,3.67722213043478,3.74386725108225,3.86632653679653,3.27511389130435,5.73061705202311,519
Strandskolen (Aarhus),3.72532565591397,3.75281064879358,3.78683737466307,4.03400676407507,3.21302481182796,7.90322639298245,1140
Strandskolen (Greve),3.49446475324675,3.57614415857605,3.4672619025974,3.81034194155845,2.95039553420195,7.33991554010694,935
Strandvejsskolen (København),3.588292264,3.61897070967742,3.66666666666667,3.92720476,3.026009516,7.14920858724832,596
Strib Skole (Middelfart),3.59187780696202,3.5724104493671,3.69541139556962,3.94567887341773,3.04874922151899,7.37545187943262,987
Strøbyskolen (Stevns),3.58116398086124,3.67032530382776,3.64772727272727,3.89141128947369,3.00083731818183,7.16352265872259,1049
Stubbekøbing Skole (Guldborgsund),3.42505792307692,3.45245136666667,3.4438202247191,3.71045548913043,2.984709,6.36868979676675,433
Stubbæk Skole (Aabenraa),3.70559287755102,3.67716308205129,3.76275510204082,4.06292804568528,3.18730974226805,7.38397047393366,422
Suldrup Skole (Rebild),3.6015371626506,3.55274662048193,3.58484848484849,4.00450372891566,3.08941480722892,6.67822677831325,415
Sulsted Skole (Aalborg),3.45216092222222,3.40304226666667,3.55787037222222,3.79464506111111,2.95174597222222,6.63278190878379,592
Sundbyøster Skole (København),3.71290033838384,3.73098850761422,3.76515151010101,3.97276534848485,3.28413902525253,5.4714968125,208
Sunds-Ilskov Skole (Herning),3.47972942857143,3.40687731740615,3.61451247278912,3.82698008474576,2.98202135374149,7.30246482743364,226
"Susåskolen,  afd. Herlufmagle (Næstved)",3.61342925773196,3.58727693814433,3.6228522371134,3.96517754639175,3.13821793814433,6.50463781818182,231
"Susåskolen, afd. Glumsø (Næstved)",3.51913188918919,3.49430062162163,3.7259009,3.84694444594595,2.95293435135135,7.13944680150753,796
"Susåskolen, afd. Holsted (Næstved)",3.66198702028986,3.65975948695653,3.79589371884058,4.00167241739131,3.08996698265896,7.719626960445,809
Svartingedal Skole (Bornholm),3.49694515322581,3.39139775806452,3.604666664,3.808431752,3.0758064516129,6.02777733333333,108
Svebølle Skole (Kalundborg),3.52013328,3.521333232,3.414,3.822222224,3.148190456,5.79966905784063,389
"Svend Gønge-Skolen, Lundby (Vordingborg)",3.50067439130435,3.45305185990338,3.57847896601942,3.83309946376811,3.05395282038835,6.28057054045307,618
Svendborg Heldagsskole (Svendborg),3.21000145454546,3.12196954545455,3.66666666666667,3.48541666666667,2.55584418181818,,
Svenstrup Skole (Aalborg),3.61075945112782,3.56869672284645,3.73564294382022,3.9211996928839,3.13430002255639,7.57642924657534,657
Svinninge Skole (Holbæk),3.43020822680412,3.43159046391753,3.48024054639175,3.71872107291666,2.99419641666667,6.09449361309523,672
Sydbyskolen (Næstved),3.77959719047619,3.56065752380952,4.04365080952381,4.10687828571429,3.39455780952381,5.83121653333333,135
Sydfalster Skole (Guldborgsund),3.25603686486487,3.36052121621622,3.46396397297297,3.36396397297297,2.86743891891892,6.35615720229885,435
Sydmors skole og Børnehus (Morsø),3.66424227777778,3.66848530555556,3.63541666666667,3.93487654166667,3.28439147222223,,
Syvstjerneskolen (Furesø),3.63392546075949,3.68907658269721,3.67088607594937,3.98111331486147,3.03757080506329,8.08642353952991,936
SØBÆKSPARKSKOLEN (Holbæk),3.34595807692308,3.227564,3.53846153846154,3.78703703703704,2.82701465384615,,
Sæby Skole (Frederikshavn),3.80176255357143,3.75085017857143,3.65476191071429,4.08134919642857,3.541581625,6.9776735140187,321
Sæbygårdskolen (Frederikshavn),3.6372545761194,3.65937560597016,3.72437811044776,3.94257877910449,3.12032364670658,6.95413122156862,1020
Søborg Skole (Gladsaxe),3.62308691029901,3.67159586378738,3.62292358803987,3.99974246026491,3.02984120666667,7.76239598082595,678
Sødalskolen (Aarhus),3.56573599159664,3.60979820833333,3.63795517647059,3.82983192436975,3.11214686440678,5.90495348709678,310
Sødalskolen (Viborg),3.40581412101911,3.37617018471338,3.45435243949045,3.86559424050633,2.75652108280255,7.04724837320575,418
Søgården (Ringsted),3.94777933333333,3.76289672222222,4.1064815,4.10246911111111,3.85978838888889,,
